Product code,Product label,Australia's imports from United States of America-Value in 2012,Australia's imports from United States of America-Value in 2013,Australia's imports from United States of America-Value in 2014,Australia's imports from United States of America-Value in 2015,Australia's imports from United States of America-Value in 2016,Australia's imports from United States of America-Value in 2017,Australia's imports from United States of America-Value in 2018,Australia's imports from United States of America-Value in 2019,Australia's imports from United States of America-Value in 2020,Australia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
480640,"Glassine and other glazed transparent or translucent papers, in rolls of a width > 36 cm or ...",10,2,1,54,19,18,5,46,0,4,,34573,36746,39887,40197,35870,35187,44139,40171,32953,37415,,15542,13864,10070,11309,7259,4805,5370,5062,4779,5858
710210,"Diamonds, unsorted",9,0,5,1,7,0,1,0,1,4,,16535,8402,2182,15905,24974,9997,24610,8780,7909,425,,67,67,1721,1,73,0,5,0,2,20
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",13,14,4,0,0,0,1,303,151,4,,2075560,1607660,1624219,1572624,1680961,1990398,2540873,2795843,3610942,4784336,,109,111,400,7,159,224,53,2843,163,70
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",0,1,2,10,5,2,7,11,5,4,,5971,5052,4008,6063,5492,5392,4998,5402,4714,4413,,735,1057,880,1044,848,854,739,682,765,739
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",19,2367,1900,1405,1,30,1924,86,53,4,,258559,277616,321606,294977,221252,365696,377372,515730,443466,406674,,1836,2975,2970,1957,1718,578,3093,949,725,689
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",67,55,17,25,3,2,104,37,84,4,,9195,9980,9581,8626,7630,6934,6321,4716,4051,5534,,2744,1614,1478,844,754,470,208,198,185,574
840220,Superheated water boilers,0,6056,0,6,2,9,15,0,4,4,,20547,33039,22254,14906,36499,10425,6442,25361,3968,6973,,9749,16118,11585,6776,596,310,1547,655,867,2807
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",544,280,0,1,0,6,3,1,1,4,,2307769,952943,814274,1358315,2275353,1040056,920479,1296644,2495965,2915803,,159046,238370,174065,423146,1166678,489034,197816,45,103,11265
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",68,79,85,148,56,46,16,3,12,4,,4415,3450,4613,3640,3253,1746,2151,1838,1118,1715,,6687,6827,5420,4978,4934,3547,3273,3662,3522,4366
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",34,0,2,12,8,8,4,18,1,4,,2202,2880,2727,2047,2246,3635,1835,4046,1878,2518,,119,72,50,320,64,19,147,67,85,218
810790,"Articles of cadmium, n.e.s.",0,4,0,0,1,5,2,4,8,4,,1178,634,553,1239,928,719,344,376,492,745,,99,9,2,10,1,6,2,5,8,4
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,1,0,0,0,0,0,0,4,4,,138,56,37,138,158,74,46,15,45,71,,6,3,0,2,26,9,6,8,45,80
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,13,4,1,0,0,2,0,4,,77,82,202,140,27,101,65,106,29,24,,141,446,317,144,210,62,168,93,100,264
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",53,131,1,5,2,5,5,3,6,4,,125172,129347,118291,114097,107965,109813,107689,96085,85802,83503,,9246,13263,11763,11165,11019,12119,11438,12733,13844,13391
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",50,27,32,176,187,229,154,47,15,4,,35021,38665,47582,38195,31411,33122,27373,25902,23403,26307,,45392,53073,46329,32444,38406,48856,54129,50354,55641,67042
282731,Magnesium chloride,1,3,4,3,3,2,4,3,5,4,,7066,6744,7359,10825,6435,6800,6910,6361,6083,9556,,590,854,678,980,852,1076,1153,1415,1573,2039
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,40,44,16,8,2,1,0,1,4,4,,6663,5609,3777,3735,3796,3895,6415,4654,4445,3107,,1755,1372,965,1027,798,1178,1016,586,566,442
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",33,15,13,35,8,1,2,3,6,4,,10979,9430,11286,13335,14121,11687,17020,19539,18503,19577,,499,308,151,225,204,149,271,285,100,151
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,3,0,0,0,0,7,7,4,,19704,11770,14171,12318,8981,7356,9174,7932,7490,9507,,0,3,3,0,2,0,1,7,9,11
284180,"Tungstates """"wolframates""""""""",0,3,0,0,0,4,1,2,1,4,,16629,33061,10287,4082,2124,1501,1295,592,532,13771,,26,25,32,16,15,20,260,405,366,342
381210,Prepared rubber accelerators,71,95,78,146,77,68,11,2,12,4,,44877,53852,59997,60077,61068,64238,82521,74968,57413,66834,,1826,1588,1597,1119,564,1452,2107,1334,1561,1342
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",2483,1,0,2,4,4,2,50,25,4,,358859,270580,257530,202032,167584,126320,142952,123095,102043,123063,,21944,16529,19594,19520,18605,20761,17512,17024,23524,44866
260600,Aluminium ores and concentrates,11,8,8,1,12,1,6,8,20,4,,8652,4134,4205,4684,9003,8715,6583,7566,5461,6369,,3094,1405,1623,1712,1446,1985,2888,2435,1723,2629
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,4,,24422,20441,24436,16189,16980,22502,19978,19289,8875,7831,,0,0,4,6,2,4,9,1,13,55
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",4,8,2,3,0,1,48,0,4,4,,409,952,755,626,268,246,221,243,105,62,,1866,1904,1807,2126,2032,1513,1428,965,1047,1559
640110,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of ...",1,2,15,6,1,1,11,1,0,4,,6983,8770,9824,9242,7736,8519,7246,8399,4736,4416,,1467,1047,1883,1156,1348,1829,2109,1744,2058,2033
721934,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",128,163,35,55,108,31,18,2,112,4,,115118,127999,140937,107548,102741,174662,140309,98957,85394,104188,,28261,25272,23490,25420,20654,22916,28450,22565,20393,31323
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",2,5,3,4,6,5,12,15,1,4,,1875,2410,1693,1667,1361,1511,2084,1339,1111,300,,848,973,606,514,629,478,550,267,267,824
550320,"Staple fibres of polyesters, not carded, combed or otherwise processed for spinning",30,21,58,175,33,83,39,34,64,4,,165006,159847,103398,83847,78934,92762,88961,64959,60929,83497,,42247,42290,37906,33565,28504,28659,34519,34281,30854,38585
590410,"Linoleum, whether or not cut to shape",17,30,14,58,23,18,40,14,1,4,,6302,7960,7966,5421,5190,5190,5706,3796,3349,3824,,5437,2842,2928,2387,1729,2698,2664,2475,2526,2455
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",34,31,9,2,15,5,8,12,4,4,,2379,3125,3581,4729,2644,2410,3451,4592,4572,4660,,3840,4301,6077,6761,4537,5744,5910,6602,5213,5985
750521,Wire of non-alloy nickel (excluding electrically insulated products),5,0,1,12,5,26,20,20,0,4,,4918,5286,4506,4547,3932,4091,6028,6001,7264,7223,,11,8,8,26,14,31,28,23,1,12
280469,"Silicon containing < 99,99% by weight of silicon",25,15,0,4,2,6,4,11,19,4,,65602,9297,9357,7347,8800,9253,8638,3748,5910,12805,,25634,15361,16440,19269,3760,8515,5672,1420,2968,3968
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,2,0,4,0,0,0,28,0,4,,72860,339030,336136,344754,281019,288351,310870,279011,305137,335882,,19,5,0,4,0,0,0,28,0,4
721810,"Steel, stainless, in ingots and other primary forms (excluding waste and scrap in ingot form, ...",21,130,733,0,39,0,52,1,0,4,,87059,82072,74863,92125,71393,56498,70737,58186,41372,68647,,387,310,836,0,42,35,57,20,10,97
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),4,2,3,1,0,2,0,1,0,4,,223,389,342,190,189,408,674,738,481,177,,10,24,24,3,15,11,7,7,2,15
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,2,0,0,0,0,73,52,2,4,,465,273,429,209,316,264,374,373,932,250,,25,3,2,5,7,12,73,57,102,7
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",64,7,0,0,59,3,18,459,22,4,,27830,28173,27793,26767,23632,28370,26814,26011,23821,31661,,132,251,958,1449,3013,6507,8136,7796,8558,10908
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",30,137,97,203,138,184,49,57,8,4,,11884,12483,14765,16156,17133,22213,24177,27993,27833,27678,,8400,8323,7808,10738,8853,8362,8627,9568,6542,5576
910812,"Watch movements, complete and assembled, electrically operated, with opto-electronic display ...",0,0,0,0,1,1,0,0,3,4,,2086,1170,1907,918,505,463,645,405,203,544,,3,9,34,24,68,87,35,153,18,7
911410,"Springs for clocks or watches, incl. hairsprings",1,0,0,0,4,1,1,1,0,4,,807,876,900,574,593,466,403,1149,823,1963,,12,25,30,13,40,47,41,65,30,28
290211,Cyclohexane,0,14,8,8,6,6,6,4,6,3,,178273,135327,131027,102375,113107,236243,208789,147413,50987,181243,,367,397,203,238,186,282,186,160,154,159
80921,"Fresh sour cherries """"Prunus cerasus""""""""",5,0,0,0,0,0,0,0,0,3,,4783,4184,20209,23151,24585,42367,21364,18417,28270,22478,,5,18,32,39,27,10,0,1,0,3
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",1159,183,107,127,184,22,4,17,58,3,,205149,237772,206715,158590,161590,180582,146766,104651,108760,195678,,88526,61827,68953,65963,75947,75685,65603,44734,45257,78439
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,7697,13276,5095,3887,24797,,0,0,0,0,0,20,9,23,0,104
701010,Glass ampoules,7,3,1,14,51,43,2,11,5,3,,4045,5025,5320,2601,1912,2282,1979,2073,2024,4164,,11,7,11,24,85,151,55,54,287,41
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",25,9,12,17,12,14,7,9,28,3,,2745,2821,2523,3356,2849,2884,2936,2853,3028,3117,,4159,4718,5824,6097,4851,4872,5551,5317,4973,5209
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,3,1,2,0,0,0,0,0,3,,1493,3351,2199,2136,1680,1248,838,376,874,482,,64,122,139,51,78,128,515,228,23,106
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",3,0,1,0,0,0,2,0,1,3,,3176,4258,6243,5975,5027,4264,4628,6352,4772,6740,,3,9,17,22,7,18,17,39,12,8
840610,Steam and other vapour turbines for marine propulsion,1108,10,1123,0,2,6,0,0,7,3,,3857,3628,3975,5077,767,2951,2074,2208,702,714,,1108,10,1123,0,4,22,0,0,10,10
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",7,3,5,0,5,5,0,0,1,3,,2165,1586,2131,1425,2197,1487,2320,1734,1061,1055,,92,149,117,175,90,47,69,79,90,67
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",13,5,12,17,18,14,2,0,29,3,,1723,776,702,726,507,760,849,417,406,829,,711,660,991,423,543,444,599,545,476,379
551291,"Woven fabrics containing >= 85% synthetic staple fibres by weight, unbleached or bleached (excluding ...",0,1,6,6,26,23,1,11,0,3,,3449,1797,2159,2767,2259,4824,3510,2248,1685,1879,,593,257,202,375,297,179,115,147,168,340
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",7,1,10,8,2,1,9,0,0,3,,1269,1669,2075,2013,2382,792,1023,1336,649,732,,999,2031,2550,3563,3186,3727,3068,3541,2545,4501
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",0,2,1,3,2,1,0,0,1,3,,3650,316,127,55,96,143,166,290,25,22,,87,38,47,19,6,8,7,4,5,8
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",19,48,21,33,15,7,13,8,16,3,,1712,2829,2878,2413,2817,1770,2097,2674,1804,1892,,13544,11755,12046,10444,9848,9488,7737,5748,1110,1483
292421,Ureines and their derivatives; salts thereof,30,1,2,0,2,0,0,1,0,3,,3586,2948,4034,3378,4250,4280,3365,3961,1637,1675,,3101,2326,2292,1815,2348,2523,2885,497,481,410
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",4,26,14,29,0,0,1,0,4,3,,16260,22664,15756,11874,23057,21645,5634,3074,2683,2242,,507,900,891,1237,487,1142,413,536,1365,2099
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",40,45,41,24,38,3,3,1,4,3,,3383,2237,2454,4045,3785,3328,2932,3593,2695,1454,,196,211,201,224,159,86,83,72,47,141
282732,Aluminium chloride,895,958,171,1,8,4,4,4,34,3,,29367,24514,28109,24684,20317,28777,23744,22613,25876,38386,,3215,3595,2523,2431,2608,2549,3142,1963,2558,2026
190520,"Gingerbread and the like, whether or not containing cocoa",25,68,0,0,6,10,13,10,24,3,,448,738,857,753,1305,980,1878,1511,1564,1792,,3260,3444,2767,2808,2317,3278,4355,4743,3355,3575
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,34,30,62,11,26,5,17,0,18,3,,58126,55903,50174,33938,30792,27621,19079,13088,8247,3378,,498,555,662,346,299,407,444,314,681,667
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",7,1,2,4,2,41,36,39,0,3,,136597,162493,150148,113358,102269,132572,112813,63550,52434,67380,,2603,2244,3802,2753,1753,1621,1222,1063,929,1167
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",81,5701,1,7581,6236,528,2,56,86,3,,82230,61658,53667,35086,24726,35116,27438,56224,21315,27204,,13360,14397,2763,8637,7350,3048,5361,11475,9703,3618
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,2,0,3,0,0,0,0,0,3,,787,539,1378,1200,412,822,858,498,761,506,,45,310,636,16,25,6,4,0,6,3
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",96,8,14,1,2,10,7,0,2,3,,34669,29967,23718,12869,10268,13864,13991,12436,6260,8322,,692,565,540,279,207,361,222,403,693,796
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,6,0,0,0,0,0,0,3,,171,50,0,200,11,46,6,13,0,0,,57,0,6,0,3,0,1,0,1,3
851950,Telephone answering machines,20,3,3,25,22,0,6,0,0,3,,1489,1064,3185,1371,1328,1231,1156,1294,1686,1176,,102,117,68,300,55,19,7,2,0,4
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,3,5,3,0,1,0,0,0,3,,123650,121782,122737,102419,105873,127164,134759,102629,68094,98816,,348,288,568,360,110,228,145,115,45,470
610721,"Men's or boys' nightshirts and pyjamas of cotton, knitted or crocheted (excluding vests and ...",20,17,1,1,5,0,3,1,4,3,,1894,2208,2066,2357,2514,3001,3557,4088,3532,4248,,9688,11188,12055,17489,17481,14112,15532,17416,19340,26067
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,1,6,0,1,0,4,0,3,,11181,9022,10283,11067,11303,8555,7467,7355,7557,7773,,8,9,8,15,86,36,18,12,55,54
120600,"Sunflower seeds, whether or not broken",79,115,0,0,0,4,0,1,0,3,,265815,312047,255751,276692,228094,275741,378669,299393,236695,218288,,4311,4940,6972,5847,4771,6324,5183,7066,8845,4979
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ...",0,72,6,2,0,0,3,2,1,3,,13042,17968,18554,20443,16247,18545,23541,21592,19291,15594,,43,1182,711,203,40,38,40,1063,40,3
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,3,,728,1219,1171,824,1435,811,1247,1920,1977,2675,,3973,4236,4659,5361,5592,6340,5611,6541,7006,7788
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excluding natural butter, ...",5,7,93,74,63,165,0,24,41,3,,11227,45613,46018,19632,34104,27811,42316,13466,13751,37774,,10903,14695,15501,18041,21524,33730,41564,32958,38317,32318
370297,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",21,13,13,7,9,10,1,3,2,3,,3888,2710,1563,1004,776,504,691,759,539,404,,64,61,53,61,35,20,46,25,38,44
380300,"Tall oil, whether or not refined",91,24,3,44,57,580,22,0,0,3,,164570,155643,122944,100817,120022,132212,143602,151715,176141,183442,,358,750,505,395,451,970,500,367,354,588
290220,Benzene,0,3,0,2,7,0,0,5,0,3,,109755,184672,137945,103849,99299,86309,83744,34935,37945,157183,,6,3,0,2,26,1,21,17,12,3
294110,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,19,13,10,2,1,227,1,23,5,3,,27118,15252,20436,24668,21947,16494,9835,7869,8185,7005,,2362,1728,1387,1948,2181,2666,2227,1543,2331,2760
290513,"Butan-1-ol """"n-butyl alcohol""""""""",1914,1942,1326,945,238,7,4,3,6,3,,237809,287621,196368,127514,78642,93503,118971,97305,64517,51844,,5366,3931,3731,2439,1053,1623,2460,1441,1437,4511
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,3,0,0,0,0,0,3,,3040,3888,6770,2401,2393,1186,1241,1721,550,754,,0,0,2,3,0,0,0,0,0,3
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,3,,4080,1316,1900,1778,917,302,665,694,521,184,,0,0,0,0,0,0,0,0,0,3
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",44,75,51,0,31,0,1,1,0,3,,12196,10729,9982,6880,6301,7214,4354,3763,9144,11408,,1421,1009,1542,1379,1341,941,975,595,861,1331
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,43,28,17,12,12,11,1,9,10,3,,1687,1413,640,1014,1559,1746,1961,1568,2407,2844,,3370,2110,1983,2314,2257,2233,2962,2168,1643,2260
591120,"Bolting cloth, whether or not made up",66,97,62,10,48,499,168,72,5,3,,10945,11164,11846,14028,16909,14662,12680,10134,8217,8123,,993,1089,1041,621,822,1339,1236,904,858,854
560741,"Binder or baler twine, of polyethylene or polypropylene",0,0,4,4,18,55,7,54,83,3,,11859,9656,7741,4704,4873,5867,6238,6456,5740,4360,,3478,7812,10238,6233,4774,6439,4801,14416,24023,12374
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",4,11,0,0,1,0,3,0,6,3,,880,1328,1228,1178,1068,1364,1452,960,1460,2266,,2733,3153,5176,5230,5928,5394,6139,6268,3936,3984
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",7,7,8,5,5,10,4,1,5,3,,6213,9187,10185,8867,9171,6727,7634,5381,4459,5298,,24638,28420,25987,30276,28156,31007,28224,28137,29732,41500
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",37,74,41,6,3,7,11,10,10,3,,1996,1823,2639,1080,1370,1593,3692,1792,1274,6709,,178,119,201,65,40,48,56,53,43,70
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,0,0,0,0,0,0,0,0,3,,327,224,257,359,722,725,55,59,59,1385,,156,12,69,22,3,9,2,1,4,13
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",69,3,4,0,0,0,0,1,11,3,,59806,58846,69503,80149,64623,65045,78653,71129,43498,71058,,2849,1714,3701,1148,1038,1261,991,1082,1226,1091
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",151,232,114,85,58,36,43,22,20,3,,69081,75511,89125,78026,61338,59697,63006,66421,58959,71879,,1052,1188,1232,1252,755,527,663,253,443,1599
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,3,,14068,9680,6009,4268,3177,3182,6369,4006,4166,5564,,214,45,33,13,24,15,29,48,44,128
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",3,73,105,90,6,26,8,0,1,3,,6309,7258,4483,2633,2254,3229,5442,2813,2999,2180,,851,732,260,120,78,130,52,97,90,93
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...",28,6,0,159,0,70,1,30,33,3,,366990,526704,374990,357555,416539,468531,424978,504603,416616,455483,,2772,279,4101,1805,46,85,1,174,72,13
